,AD,DLB,PD,SVAD
Topic_0,-0.189552850444361,0.44393636947071025,0.6928505479026216,-0.3803547005313088
Topic_1,0.7595633881312591,0.875048990620398,-1.2861707185224336,0.3525770461712543
Topic_2,1.2842310918056687,-0.4066195411267648,-0.7467179533113468,0.24342788590298636
Topic_3,0.30026247911047343,-1.0675101751420368,1.914494434934406,-1.7918268580866963
